GDP,EC,Co2 Emission,Coal_consumption,Oil consumption,GiNi
42206011275.0,0.51,31.9,0.01,9.8,46.47525773195876
37759237658.0,0.55,33.8,0.02,10.3,46.54329896907217
35730202751.0,0.5,29.2,0.03,8.4,46.61134020618557
34961565263.0,0.48,27.5,0.05,7.4,46.67938144329897
33987178952.0,0.49,27.7,0.04,7.8,46.74742268041237
37791442731.0,0.53,32.0,0.04,9.1,46.815463917525776
43152077817.0,0.58,35.1,0.05,9.8,46.88350515463918
48513735777.0,0.63,37.8,0.04,11.0,46.95154639175258
50508286643.0,0.66,39.9,0.04,11.5,47.01958762886598
51784207132.0,0.64,39.4,0.05,11.1,47.08762886597938
60422309297.0,0.74,47.5,0.05,13.7,47.15567010309279
62036625223.0,0.76,48.8,0.05,14.1,47.22371134020619
73159245524.0,0.81,51.2,0.05,14.9,47.29175257731959
84644220102.0,0.9,58.0,0.06,16.8,47.35979381443299
94648084429.0,0.97,62.5,0.08,17.5,47.427835051546396
94106183450.0,1.04,68.5,0.1,18.8,47.495876288659794
74492325247.0,1.06,69.2,0.1,19.1,47.5639175257732
85640133800.0,1.08,67.4,0.12,18.0,47.6319587628866
83669693589.0,1.08,66.8,0.17,16.6,47.7
78921234457.0,1.06,67.9,0.17,16.5,47.333333333333336
84307291974.0,1.05,66.5,0.15,15.6,46.96666666666667
87039145965.0,1.09,68.4,0.16,15.5,46.6
95002028505.0,1.13,70.7,0.17,15.9,46.800000000000004
107420000000.0,1.12,70.8,0.19,14.8,47.0
127653000000.0,1.09,67.9,0.21,13.3,47.2
155980000000.0,1.13,72.2,0.23,13.8,46.9
181625000000.0,1.17,74.4,0.27,13.2,46.6
175975000000.0,1.18,74.9,0.25,13.7,46.3
208369000000.0,1.22,80.5,0.29,14.3,46.36666666666667
234217000000.0,1.24,81.3,0.32,13.5,46.43333333333333
261921000000.0,1.28,83.8,0.34,14.0,46.5
283903000000.0,1.38,92.1,0.42,14.7,45.86666666666667
297483000000.0,1.45,97.7,0.45,15.6,45.233333333333334
306446000000.0,1.59,106.7,0.49,17.7,44.6
318627000000.0,1.73,116.8,0.55,19.0,43.833333333333336
328481000000.0,1.9,129.1,0.65,20.3,43.06666666666666
346842000000.0,1.96,134.0,0.68,20.4,42.3
376823000000.0,2.02,140.9,0.73,20.8,41.805
361489000000.0,1.82,127.4,0.73,17.0,41.309999999999995
5667756645.0,0.3,18.7,0.6699999999999999,5.7,40.815
7076465295.0,0.32,19.6,0.61,6.0,40.32
8337423313.0,0.36,21.3,0.55,6.4,39.824999999999996
9150684932.0,0.38,22.6,0.49,6.8,39.33
9333536360.0,0.37,23.5,0.43,7.0,38.835
10997590361.0,0.39,25.4,0.37,7.6,38.339999999999996
16273253012.0,0.44,29.7,0.31,9.1,37.845
25802409639.0,0.47,31.4,0.25,9.5,37.349999999999994
30463855422.0,0.57,44.7,0.18999999999999995,10.9,36.855
37269156627.0,0.6,50.1,0.13,11.7,36.36
45808915663.0,0.8,62.6,0.07000000000000006,13.8,35.864999999999995
51455719100.0,0.88,65.2,0.01,15.1,35.37
51400186379.0,1.01,73.4,0.01,16.5,34.875
72482337370.0,1.08,80.4,0.01,18.4,34.379999999999995
85518233451.0,1.17,87.2,0.01,20.6,33.885
90158449307.0,1.2,87.2,0.01,21.4,33.39
81052283405.0,1.27,86.9,0.01,21.0,32.894999999999996
84853699994.0,1.37,91.1,0.01,22.1,32.4
85289491750.0,1.46,91.9,0.04,21.8,31.8
79954072570.0,1.62,100.8,0.06,23.8,31.2
75929617577.0,1.71,109.9,0.09,24.8,30.6
84300174477.0,1.81,114.5,0.1,26.0,30.8
94451427898.0,2.0,125.1,0.15,27.5,31.0
106141000000.0,2.2,145.1,0.14,31.7,31.2
116622000000.0,2.39,157.7,0.14,33.6,31.466666666666665
128027000000.0,2.62,172.6,0.18,36.2,31.733333333333334
158007000000.0,2.77,183.9,0.21,38.0,32.0
176892000000.0,2.96,192.9,0.21,39.1,32.833333333333336
202132000000.0,3.16,205.3,0.23,41.5,33.666666666666664
227370000000.0,3.37,216.4,0.27,44.1,34.5
215749000000.0,3.65,241.1,0.33,48.9,32.8
95445547873.0,3.59,239.3,0.36,46.5,31.1
140001000000.0,3.92,257.4,0.49,48.7,31.1
165021000000.0,4.24,278.2,0.55,54.3,28.6
160447000000.0,4.54,301.5,0.7,56.1,29.0
195661000000.0,4.69,311.0,0.72,57.0,31.7
234772000000.0,5.05,344.5,0.97,57.7,31.9
256837000000.0,5.02,336.4,0.89,61.5,32.7
285869000000.0,5.15,343.3,1.02,60.9,33.0
364571000000.0,5.23,362.7,1.21,58.0,34.3
432217000000.0,5.62,393.7,1.52,61.5,35.7
510229000000.0,5.62,385.0,1.32,61.4,35.2
539580000000.0,5.84,403.3,1.39,62.6,35.1
755094000000.0,6.4,446.5,1.65,66.5,36.4
892969000000.0,6.88,488.3,1.96,72.6,39.7
917870000000.0,7.32,529.0,2.22,76.4,39.7
912524000000.0,7.56,538.6,2.39,75.4,40.0
890815000000.0,7.02,487.6,1.89,74.4,39.4
860854000000.0,7.09,502.6,2.14,69.8,39.7
931877000000.0,7.17,502.3,2.23,67.6,38.6
1015620000000.0,7.47,526.9,2.39,71.9,38.1
1042270000000.0,8.07,575.3,2.84,73.4,37.8
1119090000000.0,8.65,624.5,3.41,72.1,38.2
1058420000000.0,8.1,579.9,3.26,63.9,37.81666666666667
25977153097.0,1.53,118.8,0.73,16.8,37.43333333333334
27309889125.0,1.6,125.1,0.75,18.0,37.050000000000004
30444618658.0,1.7,132.4,0.77,19.7,36.66666666666667
32716989584.0,1.8,139.7,0.8,21.5,36.28333333333334
36686079068.0,1.87,144.3,0.83,22.1,35.900000000000006
41337215814.0,2.05,155.3,0.83,24.4,35.516666666666666
45222309329.0,2.15,161.2,0.84,25.7,35.13333333333333
52051401869.0,2.25,168.2,0.87,26.1,34.75
63844971172.0,2.4,178.6,0.91,27.9,34.36666666666667
88981577008.0,2.55,189.0,0.95,29.5,33.983333333333334
97333060221.0,2.6,191.9,0.98,29.1,33.6
105101000000.0,2.69,198.4,1.01,29.8,33.21666666666667
110388000000.0,2.82,208.4,1.06,31.2,32.833333333333336
118536000000.0,2.91,215.1,1.09,31.7,32.45
134941000000.0,3.02,223.1,1.14,32.1,32.06666666666667
150032000000.0,3.03,224.3,1.17,30.6,31.683333333333334
176953000000.0,3.08,227.8,1.2,30.1,31.3
194105000000.0,3.05,226.8,1.21,29.6,31.6
177334000000.0,2.95,218.0,1.21,26.4,31.9
193594000000.0,3.06,226.8,1.28,27.3,32.2
180574000000.0,3.15,232.8,1.33,27.4,32.5
182368000000.0,3.21,237.7,1.36,27.0,32.675
189400000000.0,3.31,245.6,1.42,27.7,32.85
236066000000.0,3.46,257.1,1.49,28.9,33.025000000000006
299768000000.0,3.63,270.3,1.56,30.1,33.2
311327000000.0,3.71,274.9,1.6,30.8,33.1
325903000000.0,3.68,274.8,1.63,29.7,33.0
325480000000.0,3.74,278.7,1.64,30.4,32.900000000000006
312126000000.0,3.82,283.3,1.65,31.3,32.800000000000004
322807000000.0,3.97,293.3,1.69,32.5,32.7
367916000000.0,4.14,307.7,1.74,35.2,32.6
401090000000.0,4.27,318.1,1.81,36.2,32.75
435324000000.0,4.37,327.9,1.91,36.7,32.9
399404000000.0,4.47,337.4,1.99,36.7,33.05
389099000000.0,4.66,352.9,2.11,37.6,33.2
415576000000.0,4.69,355.0,2.13,37.6,33.35
379084000000.0,4.73,357.2,2.11,37.6,33.5
395343000000.0,4.82,363.8,2.16,38.0,33.5
467391000000.0,4.89,370.2,2.22,37.8,33.5
614166000000.0,5.04,383.2,2.31,38.8,33.1
695075000000.0,5.06,383.0,2.3,39.3,33.675
747556000000.0,5.28,398.6,2.36,40.5,34.25
853955000000.0,5.39,405.8,2.34,41.1,34.825
1055130000000.0,5.46,415.2,2.44,41.3,35.4
928043000000.0,5.37,405.6,2.36,40.3,35.05
1147590000000.0,5.33,396.5,2.19,40.8,34.7
1397910000000.0,5.48,400.7,2.13,42.9,34.625
1546510000000.0,5.42,393.1,2.0,44.5,34.55
1576340000000.0,5.49,391.3,1.89,45.8,34.475
1467500000000.0,5.54,396.4,1.88,45.9,34.4
1350530000000.0,5.67,405.4,1.95,45.6,34.4
1206690000000.0,5.7,403.2,1.94,45.7,34.4
1326880000000.0,5.67,400.7,1.88,47.9,34.4
1428530000000.0,5.7,396.6,1.83,48.7,34.4
1391950000000.0,5.88,401.0,1.75,48.3,34.4
1327840000000.0,5.57,372.3,1.69,41.9,34.4
